id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
APEX2,6,0.36348,0.49573,0.985987,245,1,0.75196,0.76683,0.984347,403,1
XRCC6,6,0.36434,0.49635,0.985987,246,2,0.64414,0.7016,0.984347,370,1
LIG1,6,0.36629,0.4982,0.985987,247,1,0.14606,0.27513,0.966698,138,3
HAUS7,6,0.36908,0.50061,0.985987,248,1,0.97383,0.97305,0.988004,519,0
POLM,6,0.37187,0.50313,0.985987,249,2,0.3493,0.48475,0.966698,260,1
FANCD2,6,0.37188,0.50315,0.985987,250,2,0.37326,0.50812,0.966698,270,1
PTTG1,6,0.37523,0.50599,0.985987,251,2,0.80114,0.80474,0.984347,421,1
ATR,6,0.37741,0.50789,0.985987,252,1,0.22935,0.37927,0.966698,191,1
NonTargetControl_0009,1,0.37867,0.50913,0.985987,253,0,0.62133,0.68945,0.984347,365,0
PMS1,6,0.38153,0.51202,0.985987,254,1,0.73685,0.75697,0.984347,400,1
PSMA8,6,0.38443,0.51494,0.985987,255,2,0.34786,0.48364,0.966698,258,2
CSNK1E,6,0.3861,0.51682,0.985987,256,2,0.99188,0.99132,0.993197,529,0
TOP3B,6,0.3886,0.51919,0.985987,257,2,0.10654,0.21434,0.966698,109,1
CDKN1A,6,0.38972,0.52048,0.985987,258,1,0.0057135,0.022034,0.686954,17,5
GINS2,6,0.39027,0.52091,0.985987,259,2,0.0091797,0.030777,0.709212,23,1
PPP4R1,6,0.39513,0.52514,0.985987,260,2,0.68685,0.7254,0.984347,386,1
ORC5,6,0.39694,0.52695,0.985987,261,2,0.048201,0.12392,0.912197,72,2
C17orf70,6,0.39782,0.52768,0.985987,262,1,0.066669,0.15219,0.966698,82,1
CRY1,6,0.39916,0.52925,0.985987,263,1,0.010021,0.032739,0.722979,24,3
RFC5,6,0.40027,0.53031,0.985987,264,2,0.36937,0.50479,0.966698,269,2
ING1,6,0.40183,0.53175,0.985987,265,1,0.4306,0.561,0.966698,307,1
MPG,6,0.4045,0.5339,0.985987,266,2,0.89342,0.89272,0.984347,479,0
VCP,6,0.41025,0.5395,0.985987,267,2,0.7355,0.75618,0.984347,399,1
PLK1,6,0.41357,0.54242,0.985987,268,2,0.5986,0.67791,0.984347,358,1
RBBP8,6,0.41374,0.54256,0.985987,269,2,0.91613,0.916,0.984347,487,0
PSMC6,6,0.41605,0.54434,0.985987,270,2,0.42598,0.55684,0.966698,304,2
NCOA6,6,0.41767,0.54554,0.985987,271,1,0.18377,0.33095,0.966698,170,2
PSMB9,6,0.41897,0.54679,0.985987,272,1,0.6845,0.7242,0.984347,384,1
WAPAL,6,0.42027,0.54798,0.985987,273,1,0.36769,0.50305,0.966698,267,1
DCLRE1B,6,0.42157,0.5494,0.985987,274,1,0.00071733,0.0031291,0.492079,2,4
POLR2K,6,0.42185,0.54966,0.985987,275,2,0.96165,0.96112,0.988004,511,0
MCM5,6,0.42674,0.55445,0.985987,276,1,0.1646,0.30195,0.966698,153,3
POLH,6,0.42928,0.55699,0.985987,277,2,0.24569,0.3934,0.966698,200,1
RRM2B,6,0.4306,0.5582,0.985987,278,2,0.030715,0.08499,0.870348,51,3
UBC,6,0.43504,0.56259,0.985987,279,2,0.12483,0.24245,0.966698,120,2
TCEA1,6,0.43668,0.56455,0.985987,280,2,0.85178,0.85028,0.984347,453,0
