id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
RAD23B,6,0.083899,0.18299,0.989582,82,3,0.44829,0.57948,0.982142,292,1
RAD51C,6,0.083935,0.18305,0.989582,83,3,0.387,0.52542,0.982142,262,1
PSMB9,6,0.085719,0.18594,0.989582,84,2,0.19218,0.34234,0.982142,161,3
ABCF2,6,0.085727,0.18596,0.989582,85,3,0.9127,0.91247,0.990514,487,0
ATRX,6,0.086329,0.1869,0.989582,86,2,0.2356,0.39399,0.982142,197,2
SMUG1,6,0.086941,0.18768,0.989582,87,3,0.029328,0.082225,0.854868,50,2
OGG1,6,0.087736,0.18874,0.989582,88,2,0.38359,0.52243,0.982142,260,2
PSMD9,6,0.089631,0.19207,0.989582,89,1,0.20195,0.35691,0.982142,171,3
EP300,6,0.091523,0.19504,0.989582,90,2,0.50369,0.63337,0.982142,322,2
PSMC3,6,0.092082,0.19601,0.989582,91,3,0.047168,0.12291,0.94411,69,2
MSH4,6,0.093412,0.19782,0.989582,92,2,0.91404,0.91389,0.990514,489,0
IGF1,6,0.093708,0.19825,0.989582,93,3,0.70284,0.7427,0.982142,395,1
TRRAP,6,0.095659,0.2019,0.989582,94,2,0.66606,0.72237,0.982142,380,1
XRCC6,6,0.099058,0.20685,0.989582,95,1,0.034844,0.095862,0.854868,58,3
NonTargetControl_0010,1,0.099488,0.20748,0.989582,96,1,0.90051,0.89984,0.987403,483,0
CHD4,6,0.10078,0.2092,0.989582,97,3,0.35358,0.49515,0.982142,248,1
ERCC4,6,0.10093,0.20941,0.989582,98,2,0.25597,0.41013,0.982142,205,2
NEIL2,6,0.10248,0.2118,0.989582,99,3,0.15036,0.28314,0.982142,137,1
FUS,6,0.10468,0.21555,0.989582,100,2,0.99399,0.99362,0.999277,527,0
CDC25A,6,0.10663,0.21852,0.989582,101,2,0.81661,0.81998,0.982142,437,1
MCM10,6,0.10794,0.22048,0.989582,102,2,0.89374,0.89285,0.987403,478,0
NonTargetControl_0013,1,0.10836,0.22129,0.989582,103,1,0.89164,0.89041,0.987403,475,0
XPC,6,0.1084,0.22136,0.989582,104,2,0.11397,0.23081,0.982142,119,2
GEN1,6,0.11026,0.22411,0.989582,105,2,0.23264,0.3916,0.982142,196,2
ANAPC15,6,0.11212,0.22721,0.989582,106,1,0.48138,0.61159,0.982142,311,2
POLR2C,6,0.11259,0.2282,0.989582,107,2,0.19973,0.35342,0.982142,170,2
POLE2,6,0.11298,0.22865,0.989582,108,3,0.95957,0.95986,0.994445,508,0
UBE2V1,6,0.11343,0.22934,0.989582,109,3,0.095659,0.20294,0.982142,104,2
NBN,6,0.11393,0.23024,0.989582,110,3,0.62647,0.70234,0.982142,367,1
DDB2,6,0.11397,0.23031,0.989582,111,2,0.056961,0.14298,0.966399,78,1
PRIM2,6,0.1146,0.23115,0.989582,112,2,0.020804,0.061153,0.850679,36,3
MAP9,6,0.11595,0.23311,0.989582,113,2,0.49656,0.6265,0.982142,320,2
RECQL,6,0.11798,0.23591,0.989582,114,2,0.41771,0.55211,0.982142,277,2
HAUS6,6,0.11842,0.23661,0.989582,115,3,0.25695,0.41116,0.982142,207,1
NonTargetControl_0012,1,0.12201,0.24171,0.989582,116,1,0.87799,0.8772,0.985483,471,0
NonTargetControl_0014,1,0.12611,0.24828,0.989582,117,1,0.87389,0.87249,0.985483,467,0
PSMA8,6,0.12633,0.24852,0.989582,118,3,0.87512,0.87386,0.985483,468,0
DNAJA3,6,0.1268,0.24925,0.989582,119,3,0.98138,0.98077,0.999277,520,0
TAOK1,6,0.12823,0.25135,0.989582,120,3,0.68294,0.73145,0.982142,387,1
ANAPC1,6,0.12868,0.25215,0.989582,121,2,0.97148,0.97128,0.995701,517,0
CCNH,6,0.12966,0.25333,0.989582,122,3,0.63274,0.70533,0.982142,370,1
CDC6,6,0.13014,0.2539,0.989582,123,3,0.20838,0.36599,0.982142,179,2
CDC26,6,0.1305,0.25452,0.989582,124,2,0.39611,0.53326,0.982142,263,2
PSMA2,6,0.13062,0.25463,0.989582,125,3,0.66442,0.72146,0.982142,379,1
CDC23,6,0.13546,0.26164,0.989582,126,3,0.15777,0.29373,0.982142,140,2
RBX1,6,0.13603,0.2627,0.989582,127,2,0.94669,0.94671,0.994445,501,0
TERF1,6,0.13792,0.26526,0.989582,128,3,0.42027,0.55461,0.982142,278,1
PSMD3,6,0.14139,0.27021,0.989582,129,3,0.24082,0.39818,0.982142,200,2
POLD4,6,0.14174,0.27055,0.989582,130,2,0.8406,0.84006,0.982142,448,1
PSME1,6,0.14318,0.27255,0.989582,131,1,0.038014,0.1029,0.87058,62,3
PSMB11,6,0.14389,0.27352,0.989582,132,2,0.45078,0.58196,0.982142,294,1
UBE2D1,6,0.1459,0.2763,0.989582,133,3,0.21632,0.37642,0.982142,186,2
CDC34,6,0.14678,0.27748,0.989582,134,2,0.098203,0.20677,0.982142,106,2
GTF2H5,6,0.14751,0.27843,0.989582,135,2,0.91324,0.91307,0.990514,488,0
RAD51D,6,0.14997,0.28181,0.989582,136,3,0.50667,0.63608,0.982142,324,1
CCNE2,6,0.15036,0.28241,0.989582,137,2,0.17817,0.32235,0.982142,151,3
NonTargetControl_0011,1,0.15102,0.28331,0.989582,138,1,0.84898,0.84776,0.982142,455,0
CDK2,6,0.15215,0.28503,0.989582,139,2,0.72169,0.75404,0.982142,402,1
PSMA1,6,0.15408,0.28738,0.989582,140,2,0.24892,0.4046,0.982142,201,2
PSMD14,6,0.15461,0.28809,0.989582,141,3,0.49054,0.62039,0.982142,316,1
XRCC1,6,0.15571,0.28992,0.989582,142,1,0.0030677,0.011722,0.690319,9,3
DNAJC2,6,0.15777,0.29272,0.989582,143,2,0.36853,0.50907,0.982142,256,2
CHEK1,6,0.15851,0.29383,0.989582,144,2,0.55356,0.66859,0.982142,345,1
NonTargetControl_0005,1,0.15853,0.29384,0.989582,145,1,0.84147,0.8409,0.982142,449,0
TOP1,6,0.15925,0.29498,0.989582,146,2,0.88045,0.8795,0.985483,473,0
RMI1,6,0.16103,0.2978,0.989582,147,2,0.30817,0.45521,0.982142,228,1
PPP4C,6,0.16222,0.29949,0.989582,148,2,0.23592,0.39418,0.982142,198,1
UBA52,6,0.1628,0.30042,0.989582,149,3,0.17683,0.32095,0.982142,147,1
POLR2I,6,0.16372,0.30154,0.989582,150,2,0.41767,0.55207,0.982142,276,1
RCC1,6,0.1646,0.3029,0.989582,151,3,0.015479,0.047571,0.842312,28,3
NonTargetControl_0008,1,0.16502,0.3035,0.989582,152,1,0.83498,0.83517,0.982142,443,0
WAPAL,6,0.16632,0.30528,0.989582,153,3,0.79793,0.80548,0.982142,429,1
TCEA1,6,0.16836,0.3083,0.989582,154,3,0.35784,0.49894,0.982142,250,2
PSMA3,6,0.16889,0.30916,0.989582,155,3,0.42845,0.56216,0.982142,284,2
CDK1,6,0.16984,0.31043,0.989582,156,2,0.56392,0.67298,0.982142,349,1
SUPT3H,6,0.17106,0.31221,0.989582,157,3,0.91587,0.91583,0.990594,490,0
TAF5L,6,0.17123,0.31241,0.989582,158,2,0.899,0.89837,0.987403,481,0
GTF2H3,6,0.17159,0.31296,0.989582,159,2,0.10993,0.22422,0.982142,116,3
ANAPC11,6,0.1735,0.31557,0.989582,160,2,0.75514,0.7744,0.982142,413,1
CETN2,6,0.17432,0.3165,0.989582,161,3,0.895,0.89422,0.987403,479,0
SLX1B,6,0.17508,0.31755,0.989582,162,2,0.51628,0.64464,0.982142,330,2
FANCG,6,0.17542,0.31796,0.989582,163,3,0.95342,0.9534,0.994445,504,0
HAUS7,6,0.17683,0.31992,0.989582,164,1,0.32661,0.47184,0.982142,237,2
SF3B3,6,0.1773,0.32056,0.989582,165,3,0.49497,0.62478,0.982142,318,2
MSH3,6,0.17857,0.32245,0.989582,166,2,0.39694,0.53395,0.982142,264,2
DCLRE1B,6,0.17883,0.32284,0.989582,167,2,0.68762,0.7339,0.982142,389,1
RDM1,6,0.18093,0.32622,0.989582,168,3,0.9539,0.95394,0.994445,505,0
NEIL3,6,0.18342,0.33018,0.989582,169,2,0.51941,0.64738,0.982142,332,2
TAF1A,6,0.18377,0.3305,0.989582,170,1,0.09909,0.20825,0.982142,108,3
POLG2,6,0.18428,0.33109,0.989582,171,3,0.1773,0.32149,0.982142,149,2
CDC20,6,0.18596,0.33311,0.989582,172,3,0.98024,0.97968,0.999277,518,0
ANAPC10,6,0.18894,0.33732,0.989582,173,1,0.80485,0.81066,0.982142,434,1
POLL,6,0.18934,0.33782,0.989582,174,3,0.10468,0.2165,0.982142,111,1
POLM,6,0.1896,0.33827,0.989582,175,2,0.02354,0.068009,0.850679,42,3
GAPDH,6,0.19047,0.3395,0.989582,176,3,0.36434,0.50513,0.982142,254,2
PSMA6,6,0.19115,0.34055,0.989582,177,2,0.099058,0.20823,0.982142,107,1
PARP2,6,0.19237,0.34256,0.989582,178,2,0.053191,0.13603,0.966399,72,3
PARP4,6,0.19426,0.3454,0.989582,179,2,0.46525,0.59631,0.982142,301,2
NonTargetControl_0001,1,0.19505,0.34634,0.989582,180,1,0.80495,0.81071,0.982142,435,0
AP5Z1,6,0.1958,0.34746,0.989582,181,2,0.46768,0.59874,0.982142,303,2
PSMB8,6,0.1966,0.34864,0.989582,182,2,0.568,0.67462,0.982142,350,1
INPPL1,6,0.19921,0.35243,0.989582,183,1,0.8352,0.8353,0.982142,444,1
PARP3,6,0.20021,0.35413,0.989582,184,3,0.18805,0.33677,0.982142,156,2
ZBTB32,6,0.20137,0.35566,0.989582,185,3,0.79411,0.80242,0.982142,427,1
USP1,6,0.20195,0.35659,0.989582,186,3,0.29901,0.44694,0.982142,222,2
PCNA,6,0.20427,0.36001,0.989582,187,3,0.93099,0.93059,0.994445,494,0
NME2,6,0.2043,0.36001,0.989582,188,2,0.066669,0.1573,0.982142,83,1
RFC1,6,0.20523,0.36112,0.989582,189,2,0.91108,0.91069,0.990514,486,0
NonTargetControl_0025,1,0.20597,0.36224,0.989582,190,1,0.79403,0.80238,0.982142,426,0
HAUS5,6,0.2068,0.36326,0.989582,191,2,0.46363,0.59463,0.982142,299,2
APC,6,0.20759,0.36444,0.989582,192,2,0.15878,0.2954,0.982142,141,3
TOPBP1,6,0.20936,0.36651,0.989582,193,2,0.8176,0.82082,0.982142,438,1
DSCC1,6,0.21104,0.36885,0.989582,194,1,0.43443,0.56721,0.982142,286,1
FBXW7,6,0.21131,0.36922,0.989582,195,3,0.53224,0.65928,0.982142,337,1
GINS1,6,0.2119,0.37001,0.989582,196,3,0.20599,0.36283,0.982142,175,1
RBM14,6,0.2125,0.3707,0.989582,197,3,0.61645,0.69719,0.982142,361,1
NTHL1,6,0.21393,0.37238,0.989582,198,2,0.056799,0.1427,0.966399,77,2
PSMB2,6,0.21487,0.37371,0.989582,199,3,0.47414,0.60481,0.982142,305,2
CCNE1,6,0.21606,0.37526,0.989582,200,3,0.42267,0.55684,0.982142,279,2
CACYBP,6,0.21607,0.37529,0.989582,201,1,0.01519,0.046862,0.842312,26,3
RFC2,6,0.21792,0.37729,0.989927,202,2,0.57608,0.6783,0.982142,352,1
ABL1,6,0.22673,0.38478,0.99567,203,2,0.1855,0.33313,0.982142,155,2
PSMA4,6,0.22753,0.38557,0.99567,204,2,0.016095,0.048842,0.842312,29,3
TXN,6,0.24209,0.39823,0.99567,205,2,0.17959,0.32461,0.982142,152,2
NonTargetControl_0002,1,0.24488,0.40055,0.99567,206,1,0.75512,0.77438,0.982142,412,0
PSMF1,6,0.25375,0.40784,0.99567,207,2,0.22935,0.38865,0.982142,193,2
NonTargetControl_0029,1,0.25478,0.40875,0.99567,208,1,0.74522,0.76853,0.982142,408,0
POLN,6,0.25695,0.41049,0.99567,209,1,0.34355,0.48673,0.982142,244,1
XRCC3,6,0.26172,0.41494,0.99567,210,2,0.19503,0.3463,0.982142,163,3
POLR2G,6,0.26583,0.4185,0.99567,211,2,0.21607,0.37606,0.982142,185,1
EXO1,6,0.26965,0.42153,0.99567,212,1,0.11767,0.23612,0.982142,122,2
UBTF,6,0.26996,0.42185,0.99567,213,2,0.055009,0.13989,0.966399,75,1
REPIN1,6,0.27122,0.42295,0.99567,214,2,0.41357,0.54918,0.982142,273,2
MAD2L1,6,0.27161,0.42338,0.99567,215,2,0.84968,0.84849,0.982142,456,1
DBF4,6,0.2728,0.42433,0.99567,216,2,0.51457,0.64318,0.982142,328,1
SGOL2,6,0.28403,0.43343,0.99567,217,2,0.47637,0.60649,0.982142,309,1
RECQL4,6,0.28681,0.43563,0.99567,218,2,0.46606,0.59719,0.982142,302,2
RAD9B,6,0.28836,0.43698,0.99567,219,1,0.11842,0.23707,0.982142,123,3
RFC5,6,0.29484,0.44212,0.99567,220,2,0.36908,0.50961,0.982142,257,2
SPICE1,6,0.29603,0.44324,0.99567,221,2,0.30516,0.45224,0.982142,227,1
NonTargetControl_0022,1,0.29744,0.44455,0.99567,222,0,0.70256,0.74249,0.982142,394,0
NIPBL,6,0.29901,0.44572,0.99567,223,2,0.70506,0.74393,0.982142,396,1
DMC1,6,0.29909,0.44576,0.99567,224,2,0.19894,0.35209,0.982142,168,2
STAG1,6,0.30235,0.44824,0.99567,225,2,0.76203,0.77897,0.982142,416,1
TREX1,6,0.30318,0.44901,0.99567,226,2,0.86112,0.85996,0.982142,462,0
PML,6,0.30364,0.44942,0.99567,227,1,0.3107,0.45715,0.982142,231,2
STAG3,6,0.30817,0.45331,0.99567,228,2,0.085837,0.18667,0.982142,96,1
POLR2J,6,0.30903,0.45404,0.99567,229,2,0.027329,0.07748,0.854868,47,1
NonTargetControl_0027,1,0.31553,0.45971,0.99567,230,0,0.68447,0.73225,0.982142,388,0
PSMD1,6,0.31656,0.46067,0.99567,231,2,0.98723,0.98647,0.999277,522,0
RAD50,6,0.31716,0.46108,0.99567,232,2,0.16148,0.29928,0.982142,142,2
NonTargetControl_0043,1,0.3186,0.46233,0.99567,233,0,0.6814,0.7304,0.982142,386,0
POLD2,6,0.31865,0.4624,0.99567,234,1,0.10462,0.21647,0.982142,110,3
BRCC3,6,0.32326,0.4665,0.99567,235,2,0.035316,0.096778,0.854868,60,2
NonTargetControl_0032,1,0.32509,0.46842,0.99567,236,0,0.67491,0.72717,0.982142,383,0
PPP4R2,6,0.32661,0.4698,0.99567,237,2,0.1896,0.33872,0.982142,158,3
IP6K3,6,0.329,0.47229,0.99567,238,2,0.54936,0.66674,0.982142,342,1
PSMB7,6,0.32996,0.47302,0.99567,239,2,0.88956,0.88856,0.987403,474,0
NonTargetControl_0009,1,0.3302,0.47324,0.99567,240,0,0.6698,0.72448,0.982142,381,0
ANAPC4,6,0.33164,0.47457,0.99567,241,2,0.4334,0.56625,0.982142,285,2
MPG,6,0.33776,0.48043,0.99567,242,2,0.50553,0.63506,0.982142,323,1
TEP1,6,0.34003,0.48239,0.99567,243,2,0.073361,0.16863,0.982142,89,3
DDX11,6,0.34254,0.48432,0.99567,244,2,0.10926,0.22334,0.982142,115,2
POLD1,6,0.34338,0.4849,0.99567,245,2,0.081493,0.18045,0.982142,93,2
XRCC5,6,0.34355,0.48503,0.99567,246,1,0.10654,0.21931,0.982142,112,3
NonTargetControl_0046,1,0.34386,0.48521,0.99567,247,0,0.65614,0.71693,0.982142,377,0
POLD3,6,0.34499,0.48613,0.99567,248,1,0.16836,0.30916,0.982142,144,3
TOP2B,6,0.34643,0.48725,0.99567,249,1,0.0051085,0.018784,0.800248,12,3
BRCA1,6,0.34925,0.48964,0.99567,250,2,0.84411,0.84337,0.982142,452,1
CENPE,6,0.355,0.49495,0.99567,251,1,0.76816,0.78295,0.982142,418,1
MRE11A,6,0.35596,0.49556,0.99567,252,2,0.006648,0.023884,0.800248,15,3
RFC4,6,0.36183,0.50107,0.99567,253,2,0.926,0.92586,0.994445,491,0
SMC1A,6,0.36488,0.50395,0.99567,254,1,0.017867,0.053381,0.842312,32,4
DICER1,6,0.36518,0.50419,0.99567,255,2,0.20602,0.36291,0.982142,176,2
RRN3,6,0.3677,0.5066,0.99567,256,2,0.20768,0.36508,0.982142,178,2
NonTargetControl_0039,1,0.3715,0.51023,0.99567,257,0,0.6285,0.70333,0.982142,369,0
ORC1,6,0.37326,0.51146,0.99567,258,1,0.77533,0.78775,0.982142,420,1
POLB,6,0.37464,0.51254,0.99567,259,1,0.80432,0.8103,0.982142,433,1
TPR,6,0.37602,0.51385,0.99567,260,1,0.41523,0.55035,0.982142,275,2
BLM,6,0.38016,0.51761,0.99567,261,1,0.75955,0.77726,0.982142,415,1
NonTargetControl_0036,1,0.38038,0.51796,0.99567,262,0,0.61962,0.69878,0.982142,365,0
IGF1R,6,0.38109,0.5185,0.99567,263,2,0.22512,0.38452,0.982142,189,2
DNA2,6,0.38153,0.51878,0.99567,264,1,0.074443,0.17014,0.982142,90,3
FANCF,6,0.38276,0.51996,0.99567,265,2,0.8428,0.8424,0.982142,451,1
POLR1B,6,0.3829,0.52009,0.99567,266,1,0.19066,0.34019,0.982142,160,2
NonTargetControl_0007,1,0.38413,0.52127,0.99567,267,0,0.61587,0.69691,0.982142,360,0
FANCB,6,0.38526,0.52228,0.99567,268,2,0.19237,0.34281,0.982142,162,2
SMC5,6,0.3861,0.52321,0.99567,269,2,0.75387,0.77373,0.982142,411,1
CHAF1B,6,0.387,0.52401,0.99567,270,1,0.14678,0.27843,0.982142,135,3
ANAPC2,6,0.38972,0.52667,0.99567,271,1,0.85344,0.85213,0.982142,458,1
NonTargetControl_0015,1,0.39061,0.52753,0.99567,272,0,0.60939,0.69392,0.982142,359,0
RAD21L1,6,0.39108,0.52779,0.99567,273,1,0.26649,0.42009,0.982142,212,1
POLI,6,0.39194,0.52867,0.99567,274,2,0.085111,0.18576,0.982142,95,3
GTF2H1,6,0.39528,0.53149,0.99567,275,2,0.017974,0.053792,0.842312,33,2
GINS4,6,0.39647,0.53257,0.99567,276,1,0.020016,0.059116,0.850679,35,4
RFC3,6,0.39778,0.53395,0.99567,277,2,0.61737,0.69771,0.982142,362,1
PSMB3,6,0.39782,0.53399,0.99567,278,2,0.81859,0.82175,0.982142,439,1
FANCA,6,0.39861,0.53472,0.99567,279,2,0.21427,0.37354,0.982142,182,3
XRCC4,6,0.40443,0.53993,0.99567,280,2,0.01526,0.046974,0.842312,27,3
APLF,6,0.4045,0.53997,0.99567,281,1,0.038322,0.10348,0.87058,63,4
CDKN1B,6,0.40715,0.54225,0.99567,282,1,0.18038,0.32592,0.982142,153,3
POLG,6,0.40979,0.54473,0.99567,283,2,0.018105,0.054035,0.842312,34,3
PPP4R4,6,0.41025,0.54518,0.99567,284,2,0.77592,0.78818,0.982142,421,1
TUBB1,6,0.41111,0.54583,0.99567,285,1,0.12868,0.25306,0.982142,124,2
NonTargetControl_0003,1,0.41382,0.54815,0.99567,286,0,0.58618,0.68269,0.982142,354,0
FANCI,6,0.4144,0.54867,0.99567,287,2,0.20523,0.36183,0.982142,174,2
MCM7,6,0.41854,0.55196,0.99567,288,2,0.30402,0.45127,0.982142,226,2
TNP1,6,0.41897,0.55247,0.99567,289,1,0.17651,0.32043,0.982142,146,3
ERCC2,6,0.41937,0.55284,0.99567,290,2,0.71528,0.74993,0.982142,400,1
NEIL1,6,0.42027,0.55361,0.99567,291,1,0.027296,0.077349,0.854868,46,3
TADA3,6,0.42674,0.5596,0.99567,292,1,0.89183,0.89052,0.987403,476,0
HFM1,6,0.4268,0.55966,0.99567,293,2,0.86425,0.86289,0.982142,465,0
PSME4,6,0.42845,0.5614,0.99567,294,2,0.067607,0.15861,0.982142,84,2
MAP10,6,0.43093,0.56353,0.99567,295,2,0.22592,0.38518,0.982142,190,2
UVRAG,6,0.43188,0.56448,0.99567,296,1,0.02131,0.062628,0.850679,37,1
RMI2,6,0.43257,0.56515,0.99567,297,2,0.14997,0.28267,0.982142,136,3
NonTargetControl_0048,1,0.43703,0.56943,0.99567,298,0,0.56297,0.67262,0.982142,348,0
NonTargetControl_0047,1,0.43737,0.56973,0.99567,299,0,0.56263,0.67249,0.982142,346,0
PARP1,6,0.44077,0.57247,0.99567,300,1,0.55147,0.66765,0.982142,344,1
DCLRE1A,6,0.44328,0.57507,0.99567,301,1,0.0049013,0.018018,0.800248,11,4
