id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
CDC20,6,0.0096703,0.034999,0.662482,28,4,0.98755,0.9879,0.99488,525,0
WEE1,6,0.010283,0.036867,0.673779,29,5,0.78631,0.81359,0.99488,430,1
PSMB5,6,0.011163,0.039595,0.681412,30,4,0.95437,0.95465,0.99488,502,0
XRCC2,6,0.011286,0.039856,0.681412,31,3,0.79738,0.82052,0.99488,434,1
PSMB1,6,0.013452,0.045404,0.737506,32,3,0.5029,0.63761,0.975276,342,2
BUB3,6,0.015042,0.049234,0.737506,33,4,0.49287,0.62902,0.975276,340,1
ERCC2,6,0.01519,0.049477,0.737506,34,2,0.88252,0.88333,0.99488,467,1
GEN1,6,0.016288,0.051607,0.737506,35,4,0.89562,0.89554,0.99488,475,1
ERCC8,6,0.01639,0.051905,0.737506,36,4,0.33631,0.50561,0.95786,276,2
RFC5,6,0.016711,0.052671,0.737506,37,2,0.84411,0.85213,0.99488,447,1
ESCO1,6,0.01728,0.054185,0.737506,38,2,0.71456,0.77571,0.988947,415,1
DBF4,6,0.017974,0.055791,0.737506,39,3,0.39647,0.55114,0.958646,302,1
XRN2,6,0.018621,0.057585,0.737506,40,4,0.60995,0.72934,0.988947,386,1
ANAPC4,6,0.018639,0.057641,0.737506,41,4,0.9905,0.99114,0.99489,528,0
PSMA6,6,0.018948,0.058444,0.737506,42,3,0.98663,0.98706,0.99488,523,0
C17orf70,6,0.02131,0.064497,0.776788,43,1,0.2728,0.45024,0.943849,252,2
DNA2,6,0.021337,0.064515,0.776788,44,4,0.33921,0.50806,0.95786,278,1
SPDL1,6,0.022007,0.065954,0.776788,45,2,0.38564,0.54309,0.958646,298,1
EXO1,6,0.02332,0.068812,0.788623,46,2,0.14641,0.28641,0.930437,155,3
RBX1,6,0.025326,0.07352,0.788623,47,2,0.90317,0.90361,0.99488,478,0
NIPBL,6,0.025476,0.073874,0.788623,48,3,0.58167,0.70479,0.988947,375,2
RAD54B,6,0.025796,0.074491,0.788623,49,4,0.87183,0.8735,0.99488,464,1
STAG1,6,0.026776,0.076863,0.788623,50,2,0.78404,0.812,0.99488,429,1
NEIL3,6,0.02709,0.077517,0.788623,51,3,0.95986,0.96055,0.99488,505,0
FANCE,6,0.027329,0.07819,0.788623,52,2,0.25535,0.42865,0.936744,242,2
EME1,6,0.027656,0.078862,0.788623,53,4,0.11767,0.24884,0.930437,137,1
PSMA5,6,0.0339,0.093527,0.909084,54,4,0.9283,0.92887,0.99488,489,0
RFWD2,6,0.035321,0.096964,0.909084,55,3,0.95858,0.95917,0.99488,504,0
APC,6,0.037268,0.10109,0.909084,56,3,0.057322,0.14572,0.930437,77,2
UBE2T,6,0.037291,0.10113,0.909084,57,2,0.40194,0.55555,0.958646,305,2
TUBB4B,6,0.037495,0.10162,0.909084,58,2,0.47756,0.61609,0.973465,335,2
POLG2,6,0.039021,0.105,0.909084,59,3,0.031533,0.090744,0.930437,41,2
ANAPC15,6,0.039273,0.10541,0.909084,60,2,0.44328,0.58749,0.963501,321,1
FANCM,6,0.039612,0.10617,0.909084,61,4,0.54087,0.66902,0.987422,359,1
ASF1A,6,0.040043,0.10741,0.909084,62,3,0.98295,0.98344,0.99488,522,0
VCP,6,0.040301,0.10806,0.909084,63,3,0.14857,0.28902,0.930437,157,1
BRCC3,6,0.041252,0.11012,0.911897,64,2,0.37326,0.53352,0.958646,292,2
FAM175A,6,0.043227,0.11408,0.92323,65,1,0.18484,0.33752,0.930437,184,3
SLX4,6,0.043655,0.11508,0.92323,66,4,0.77533,0.80647,0.99488,427,1
XRCC5,6,0.044353,0.11671,0.92323,67,3,0.71021,0.77371,0.988947,414,1
GAPDH,6,0.045105,0.1185,0.923631,68,4,0.47172,0.61129,0.970015,334,2
PSMA4,6,0.046911,0.12226,0.939087,69,4,0.69302,0.76556,0.988947,407,1
ATR,6,0.048765,0.12622,0.942038,70,4,0.98867,0.98925,0.99488,527,0
PSMB11,6,0.049133,0.12676,0.942038,71,1,0.51393,0.64641,0.975276,350,2
PSMB3,6,0.049678,0.12797,0.942038,72,3,0.6493,0.7469,0.988947,396,1
TOP1,6,0.051095,0.13095,0.942716,73,3,0.1855,0.33817,0.930437,185,1
UBE2A,6,0.052178,0.13321,0.942716,74,2,0.26747,0.44359,0.943849,249,3
SHFM1,6,0.052886,0.13509,0.942716,75,3,0.32326,0.4948,0.95786,272,2
C19orf40,6,0.053054,0.13547,0.942716,76,3,0.66276,0.75211,0.988947,399,1
CLK2,6,0.053793,0.13696,0.942716,77,3,0.15826,0.30184,0.930437,162,3
ALKBH1,6,0.058909,0.14796,0.99505,78,3,0.34506,0.51176,0.95786,282,2
REV3L,6,0.059094,0.14832,0.99505,79,3,0.25214,0.42454,0.936744,237,1
HUS1,6,0.060058,0.1503,0.99573,80,3,0.96453,0.9653,0.99488,509,0
SUPT3H,6,0.065312,0.16087,0.997909,81,4,0.82251,0.83748,0.99488,441,1
TOPBP1,6,0.066611,0.16384,0.997909,82,4,0.68995,0.76422,0.988947,406,1
TAOK1,6,0.066669,0.16394,0.997909,83,1,0.24658,0.41783,0.936744,231,3
TUBB,6,0.066702,0.16397,0.997909,84,3,0.96491,0.96569,0.99488,510,0
BUB1B,6,0.068457,0.16801,0.997909,85,4,0.037291,0.10311,0.930437,51,1
SPO11,6,0.068723,0.16864,0.997909,86,4,0.21272,0.37393,0.930437,213,1
UBE2N,6,0.069854,0.17074,0.997909,87,3,0.62194,0.73582,0.988947,390,1
POLR2J,6,0.071222,0.17298,0.997909,88,3,0.55932,0.68508,0.987422,367,2
MDM2,6,0.071931,0.17436,0.997909,89,3,0.86618,0.869,0.99488,459,1
TRRAP,6,0.073361,0.17673,0.997909,90,3,0.040636,0.11055,0.930437,55,2
GADD45A,6,0.073852,0.17739,0.997909,91,2,0.90021,0.90036,0.99488,476,0
POLR1A,6,0.075534,0.17948,0.997909,92,3,0.40111,0.55503,0.958646,304,2
NHEJ1,6,0.0759,0.17976,0.997909,93,3,0.039273,0.10765,0.930437,53,3
BTG2,6,0.076295,0.18045,0.997909,94,3,0.8522,0.85841,0.99488,453,1
CDC16,6,0.076633,0.18105,0.997909,95,3,0.98218,0.98239,0.99488,520,0
CDC26,6,0.07821,0.18348,0.997909,96,3,0.60714,0.72687,0.988947,385,1
CCNE2,6,0.084561,0.19265,0.997909,97,3,0.38192,0.54038,0.958646,297,2
CHAF1B,6,0.085837,0.19463,0.997909,98,3,0.1628,0.30866,0.930437,164,2
XRCC4,6,0.086117,0.1951,0.997909,99,3,0.55042,0.67755,0.987422,363,1
HAUS4,6,0.086508,0.1956,0.997909,100,3,0.25597,0.42949,0.936744,243,3
RFC4,6,0.087736,0.19745,0.997909,101,1,0.079626,0.19181,0.930437,103,4
NonTargetControl_0010,1,0.089932,0.20066,0.997909,102,1,0.91007,0.91045,0.99488,482,0
SLX1B,6,0.091523,0.20317,0.997909,103,2,0.76203,0.799,0.99488,423,1
UBE2I,6,0.091678,0.20337,0.997909,104,3,0.21104,0.37217,0.930437,210,2
CDC45,6,0.092487,0.20481,0.997909,105,3,0.18204,0.33371,0.930437,182,2
PARP4,6,0.095297,0.20892,0.997909,106,3,0.44954,0.59278,0.963501,325,1
CINP,6,0.099058,0.21497,0.997909,107,1,0.5713,0.69592,0.988947,372,2
RAD51C,6,0.09951,0.21565,0.997909,108,3,0.88149,0.88249,0.99488,466,1
MRE11A,6,0.10093,0.21751,0.997909,109,2,0.27436,0.45234,0.943849,254,2
PMS2,6,0.1012,0.21776,0.997909,110,3,0.89278,0.89295,0.99488,473,1
RAD51D,6,0.1029,0.21977,0.997909,111,3,0.70875,0.77302,0.988947,413,1
RECQL,6,0.10333,0.22026,0.997909,112,3,0.92339,0.92388,0.99488,487,0
APTX,6,0.10336,0.22028,0.997909,113,3,0.42931,0.57619,0.960318,318,1
SUMO1,6,0.10468,0.22241,0.997909,114,2,0.98078,0.98092,0.99488,519,0
NonTargetControl_0044,1,0.10563,0.22368,0.997909,115,1,0.89437,0.89444,0.99488,474,0
DCLRE1B,6,0.10592,0.2242,0.997909,116,3,0.056565,0.14398,0.930437,75,3
TDP1,6,0.10636,0.22474,0.997909,117,3,0.50606,0.64027,0.975276,344,2
GTF2H2,6,0.10794,0.22704,0.997909,118,3,0.83926,0.84828,0.99488,445,1
POLR2F,6,0.11119,0.2316,0.997909,119,3,0.18722,0.34027,0.930437,186,3
ORC3,6,0.11212,0.23317,0.997909,120,2,0.097179,0.21985,0.930437,118,2
POLL,6,0.11253,0.23382,0.997909,121,3,0.88825,0.88852,0.99488,471,1
TADA3,6,0.11326,0.23494,0.997909,122,2,0.21964,0.38234,0.935121,216,3
ATXN3,6,0.11388,0.23584,0.997909,123,3,0.0091797,0.033038,0.784071,21,3
HAUS6,6,0.11433,0.23651,0.997909,124,3,0.62466,0.73681,0.988947,391,1
PSMD12,6,0.11798,0.24161,0.997909,125,2,0.21725,0.37963,0.935121,214,3
ANAPC11,6,0.11866,0.24264,0.997909,126,2,0.14318,0.28251,0.930437,153,1
MCM9,6,0.1207,0.24548,0.997909,127,3,0.97019,0.97077,0.99488,512,0
ANAPC10,6,0.12135,0.24645,0.997909,128,2,0.33776,0.50696,0.95786,277,1
NonTargetControl_0013,1,0.1227,0.24852,0.997909,129,1,0.8773,0.87884,0.99488,465,0
POLR2L,6,0.1283,0.25704,0.997909,130,2,0.27779,0.45628,0.944636,256,3
DSCC1,6,0.12868,0.25781,0.997909,131,2,0.58796,0.7101,0.988947,377,1
NonTargetControl_0027,1,0.1302,0.25981,0.997909,132,1,0.8698,0.8718,0.99488,461,0
POLN,6,0.13109,0.26125,0.997909,133,2,0.12586,0.25996,0.930437,143,3
POLE2,6,0.13233,0.26311,0.997909,134,2,0.70358,0.77016,0.988947,409,1
GINS2,6,0.13255,0.26345,0.997909,135,3,0.30667,0.48176,0.955738,265,1
DNAJC2,6,0.13352,0.26457,0.997909,136,3,0.80008,0.82218,0.99488,436,1
POLR2K,6,0.13449,0.26593,0.997909,137,3,0.064734,0.16065,0.930437,83,1
PSMD3,6,0.13461,0.26608,0.997909,138,2,0.22144,0.38463,0.935121,218,3
STAG2,6,0.13693,0.26939,0.997909,139,3,0.94775,0.94815,0.99488,496,0
POLR2E,6,0.13777,0.27046,0.997909,140,1,0.18093,0.33223,0.930437,180,3
BRCA1,6,0.13958,0.27273,0.997909,141,2,0.15215,0.29396,0.930437,159,1
UBE2B,6,0.14288,0.27742,0.997909,142,3,0.62012,0.73522,0.988947,389,1
OGG1,6,0.14498,0.28036,0.997909,143,2,0.1927,0.34828,0.930437,195,2
CHTF18,6,0.1454,0.28094,0.997909,144,3,0.033316,0.095021,0.930437,42,2
POLB,6,0.14793,0.28458,0.997909,145,3,0.10636,0.23248,0.930437,128,3
POLR2G,6,0.14844,0.28538,0.997909,146,3,0.11326,0.24298,0.930437,135,3
RRM2B,6,0.14857,0.28557,0.997909,147,2,0.076758,0.18591,0.930437,97,3
PSMA1,6,0.14969,0.28725,0.997909,148,2,0.20208,0.36048,0.930437,202,2
TCEA1,6,0.15036,0.28787,0.997909,149,3,0.9777,0.97757,0.99488,517,0
NonTargetControl_0005,1,0.15205,0.29035,0.997909,150,1,0.84795,0.85471,0.99488,450,0
UBTF,6,0.15215,0.29044,0.997909,151,2,0.10281,0.22727,0.930437,123,3
GINS4,6,0.15749,0.29777,0.997909,152,1,0.36267,0.52564,0.958646,290,2
PSMA2,6,0.15999,0.30137,0.997909,153,2,0.60431,0.72443,0.988947,382,1
UBA52,6,0.16103,0.30287,0.997909,154,2,0.43443,0.58032,0.963501,319,1
RBM14,6,0.16142,0.30335,0.997909,155,3,0.95049,0.95078,0.99488,499,0
CDKN1B,6,0.16248,0.30475,0.997909,156,3,0.07053,0.17262,0.930437,92,3
MPG,6,0.16446,0.30711,0.997909,157,3,0.5563,0.68264,0.987422,366,2
PSMC6,6,0.16456,0.30733,0.997909,158,2,0.019595,0.061956,0.912129,36,3
MCM5,6,0.16674,0.31036,0.997909,159,3,0.14824,0.2885,0.930437,156,2
SGOL2,6,0.16984,0.31466,0.997909,160,1,0.0062992,0.023566,0.784071,13,5
SLX1A,6,0.17123,0.3166,0.997909,161,2,0.37741,0.53685,0.958646,295,2
MSH5,6,0.17159,0.31703,0.997909,162,1,0.060854,0.15342,0.930437,81,2
PSMB7,6,0.17426,0.32054,0.997909,163,2,0.97373,0.97404,0.99488,514,0
CDK1,6,0.17706,0.32426,0.997909,164,3,0.16297,0.30875,0.930437,165,2
RRM2,6,0.1773,0.32452,0.997909,165,3,0.46065,0.60199,0.963911,331,1
XRCC3,6,0.17959,0.32786,0.997909,166,3,0.86386,0.86707,0.99488,458,1
PSMD13,6,0.1803,0.32919,0.997909,167,2,0.76511,0.80063,0.99488,424,1
RUVBL2,6,0.18112,0.3304,0.997909,168,2,0.23479,0.40227,0.936744,225,2
RPA3,6,0.18204,0.33171,0.997909,169,3,0.93011,0.93046,0.99488,491,0
PSMD2,6,0.1855,0.33631,0.997909,170,2,0.85873,0.86313,0.99488,457,1
NonTargetControl_0011,1,0.18686,0.33812,0.997909,171,1,0.81314,0.83089,0.99488,438,0
MAP10,6,0.18882,0.34068,0.997909,172,2,0.11298,0.24247,0.930437,134,3
ATRX,6,0.1896,0.34174,0.997909,173,2,0.76997,0.80356,0.99488,426,1
DNAJA3,6,0.19066,0.34322,0.997909,174,2,0.066669,0.16452,0.930437,87,1
FANCA,6,0.19115,0.34391,0.997909,175,2,0.25375,0.42667,0.936744,239,2
CDC7,6,0.19218,0.34514,0.997909,176,3,0.24082,0.41015,0.936744,228,1
TRAF3IP3,6,0.19503,0.34897,0.997909,177,3,0.051095,0.13201,0.930437,66,1
RBBP4,6,0.1956,0.34965,0.997909,178,3,0.90462,0.90518,0.99488,480,0
CDC25A,6,0.19675,0.35116,0.997909,179,3,0.93776,0.93806,0.99488,495,0
RPA1,6,0.1979,0.35267,0.997909,180,3,0.58607,0.70858,0.988947,376,2
STAG3,6,0.20021,0.35622,0.997909,181,3,0.095027,0.21656,0.930437,115,2
PSMC4,6,0.20195,0.35846,0.997909,182,3,0.8555,0.8608,0.99488,455,1
MAD2L2,6,0.20444,0.36197,0.997909,183,2,0.67579,0.75766,0.988947,402,1
POLR2D,6,0.20544,0.36323,0.997909,184,3,0.81561,0.83265,0.99488,440,1
CDK2,6,0.2068,0.36485,0.997909,185,2,0.066361,0.16395,0.930437,86,3
FEN1,6,0.20768,0.36599,0.997909,186,2,0.085111,0.20218,0.930437,108,3
FANCB,6,0.20936,0.36812,0.997909,187,1,0.21131,0.37245,0.930437,211,3
PSMB8,6,0.20954,0.36833,0.997909,188,3,0.0452,0.12015,0.930437,63,1
MSH2,6,0.2144,0.37429,0.997909,189,2,0.043227,0.11593,0.930437,61,1
RUVBL1,6,0.21725,0.37782,0.997909,190,3,0.014309,0.049589,0.784071,32,3
CDC27,6,0.21774,0.37851,0.997909,191,2,0.84541,0.85297,0.99488,448,1
SPICE1,6,0.21964,0.3806,0.997909,192,3,0.60705,0.72676,0.988947,384,2
POLR2C,6,0.22107,0.3826,0.997909,193,2,0.14139,0.27993,0.930437,151,3
PSMD1,6,0.22144,0.3832,0.997909,194,3,0.22506,0.38908,0.935577,219,3
MNAT1,6,0.22274,0.38467,0.997909,195,1,0.96192,0.96261,0.99488,506,0
AURKB,6,0.22512,0.38792,0.997909,196,2,0.37523,0.53526,0.958646,294,2
RAD18,6,0.22592,0.38899,0.997909,197,2,0.20918,0.36969,0.930437,207,2
NME2,6,0.22605,0.38908,0.997909,198,1,0.090071,0.20922,0.930437,112,3
PPP4R2,6,0.22627,0.38929,0.997909,199,3,0.47875,0.61714,0.973465,336,1
RDM1,6,0.2277,0.39138,0.997909,200,2,0.88287,0.88364,0.99488,468,1
POLM,6,0.22995,0.39446,0.997909,201,2,0.0051085,0.019568,0.784071,10,2
CCNH,6,0.23053,0.39536,0.997909,202,3,0.99824,0.9985,0.999953,529,0
PTTG1,6,0.23175,0.397,0.997909,203,3,0.9202,0.92071,0.99488,485,0
PSMB9,6,0.23264,0.39823,0.997909,204,2,0.19973,0.35723,0.930437,200,2
HAUS7,6,0.2342,0.40035,0.997909,205,3,0.35009,0.5154,0.95786,284,2
SF3B3,6,0.23428,0.40048,0.997909,206,1,0.86846,0.87081,0.99488,460,1
FANCI,6,0.23727,0.40416,0.997909,207,3,0.87146,0.87307,0.99488,463,1
PSMA8,6,0.23919,0.40673,0.997909,208,1,0.062654,0.15686,0.930437,82,3
CEP192,6,0.24046,0.4083,0.997909,209,2,0.71885,0.77767,0.988947,416,1
PKMYT1,6,0.2416,0.40956,0.997909,210,3,0.51345,0.64596,0.975276,349,1
RNF8,6,0.24731,0.41652,0.997909,211,1,0.034607,0.097842,0.930437,46,3
PRIM1,6,0.24783,0.41723,0.997909,212,3,0.31238,0.48591,0.955738,268,2
NonTargetControl_0031,1,0.24932,0.41916,0.997909,213,1,0.75068,0.79293,0.99488,421,0
POLR2H,6,0.25053,0.42084,0.997909,214,2,0.48619,0.6234,0.975276,338,2
RASSF7,6,0.25222,0.42332,0.997909,215,3,0.24244,0.41236,0.936744,230,1
TERF2IP,6,0.25535,0.42622,0.997909,216,2,0.88355,0.88428,0.99488,469,1
MAD2L1,6,0.25679,0.42749,0.997909,217,2,0.78347,0.81161,0.99488,428,1
MAP9,6,0.25855,0.42898,0.997909,218,1,0.95246,0.9526,0.99488,501,0
POLD3,6,0.26014,0.43038,0.997909,219,2,0.93424,0.9347,0.99488,493,0
HAUS8,6,0.26332,0.43304,0.997909,220,1,0.030717,0.088707,0.930437,40,4
PRIM2,6,0.26418,0.43377,0.997909,221,2,0.078857,0.19015,0.930437,102,3
HAUS1,6,0.27122,0.4393,0.997909,222,1,0.94896,0.94905,0.99488,498,0
CSNK1E,6,0.2728,0.44057,0.997909,223,1,0.16195,0.30722,0.930437,163,3
DDX11,6,0.27436,0.44141,0.997909,224,2,0.0079199,0.029208,0.784071,18,2
POLR2I,6,0.27749,0.44376,0.997909,225,1,0.1084,0.23575,0.930437,130,1
IP6K3,6,0.28154,0.44671,0.997909,226,2,0.11075,0.23928,0.930437,132,3
MSH4,6,0.28681,0.45065,0.997909,227,2,0.5765,0.7001,0.988947,373,2
APEX2,6,0.28736,0.45116,0.997909,228,2,0.38836,0.54518,0.958646,299,1
PSME3,6,0.29651,0.45856,0.997909,229,2,0.54567,0.6735,0.987422,361,2
ORC2,6,0.29818,0.46003,0.997909,230,2,0.097002,0.21964,0.930437,117,3
RPA4,6,0.30213,0.46317,0.997909,231,2,0.61203,0.73089,0.988947,387,2
MDC1,6,0.30402,0.4648,0.997909,232,2,0.96205,0.96272,0.99488,507,0
IGHMBP2,6,0.30817,0.46793,0.997909,233,2,0.26427,0.4398,0.941931,247,3
SMEK2,6,0.30903,0.46861,0.997909,234,2,0.071696,0.17571,0.930437,93,4
USP1,6,0.31418,0.47279,0.997909,235,2,0.97293,0.97331,0.99488,513,0
FANCG,6,0.31567,0.47389,0.997909,236,2,0.86997,0.87195,0.99488,462,1
AP5Z1,6,0.31656,0.47453,0.997909,237,2,0.35642,0.52052,0.957904,288,1
SMC5,6,0.32014,0.47729,0.997909,238,2,0.84236,0.85067,0.99488,446,1
NonTargetControl_0023,1,0.32235,0.47916,0.997909,239,0,0.67765,0.75854,0.988947,403,0
IGF1,6,0.3241,0.48056,0.997909,240,2,0.67898,0.75914,0.988947,404,1
TDG,6,0.34211,0.49596,0.997909,241,2,0.20936,0.36999,0.930437,208,1
ANAPC7,6,0.34499,0.49779,0.997909,242,1,0.19446,0.35035,0.930437,196,3
NonTargetControl_0012,1,0.3459,0.4985,0.997909,243,0,0.6541,0.74858,0.988947,398,0
POLA1,6,0.34674,0.49904,0.997909,244,2,0.89086,0.89104,0.99488,472,1
NonTargetControl_0002,1,0.34795,0.50031,0.997909,245,0,0.65205,0.748,0.988947,397,0
UBE2E1,6,0.35429,0.50559,0.997909,246,2,0.20485,0.36425,0.930437,204,3
PPP4R1,6,0.35925,0.5098,0.997909,247,1,0.19894,0.35602,0.930437,198,3
USP44,6,0.36351,0.5137,0.997909,248,2,0.095297,0.21721,0.930437,116,2
NonTargetControl_0007,1,0.36399,0.51404,0.997909,249,0,0.63601,0.74116,0.988947,394,0
SIRT1,6,0.36629,0.51624,0.997909,250,1,0.01121,0.0398,0.784071,25,1
HMGB2,6,0.36769,0.51736,0.997909,251,2,0.022714,0.069578,0.930437,37,2
CACYBP,6,0.37464,0.5223,0.997909,252,1,0.20599,0.36588,0.930437,205,2
CDK7,6,0.37858,0.52577,0.997909,253,2,0.25917,0.43349,0.941588,244,3
UBC,6,0.37941,0.52644,0.997909,254,2,0.04082,0.11096,0.930437,56,3
CUL4A,6,0.38016,0.52717,0.997909,255,1,0.14138,0.27993,0.930437,150,3
HAUS3,6,0.38025,0.52732,0.997909,256,2,0.23317,0.40033,0.936744,224,3
RCC1,6,0.38109,0.52809,0.997909,257,2,0.36207,0.52527,0.958646,289,1
RTEL1,6,0.3829,0.52966,0.997909,258,1,0.19921,0.35637,0.930437,199,2
RBBP8,6,0.38836,0.5347,0.997909,259,1,0.068457,0.16831,0.930437,88,4
WAPAL,6,0.38972,0.53606,0.997909,260,1,0.5078,0.64156,0.975276,347,1
ABCF2,6,0.39361,0.53916,0.997909,261,2,0.97709,0.97698,0.99488,515,0
PSMC1,6,0.39444,0.53974,0.997909,262,2,0.21155,0.37268,0.930437,212,2
TXN,6,0.39916,0.54372,0.997909,263,2,0.82777,0.84047,0.99488,443,1
NonTargetControl_0032,1,0.39949,0.54406,0.997909,264,0,0.60051,0.72132,0.988947,381,0
RPS27A,6,0.40194,0.54604,0.997909,265,2,0.5233,0.65461,0.980072,354,2
FAN1,6,0.40715,0.55015,0.997909,266,1,0.13841,0.27627,0.930437,148,3
ANAPC5,6,0.40776,0.55093,0.997909,267,2,0.6146,0.73276,0.988947,388,1
UVRAG,6,0.40942,0.55232,0.997909,268,2,0.54831,0.67572,0.987422,362,1
POLR2B,6,0.40979,0.5526,0.997909,269,2,0.19037,0.34492,0.930437,191,2
APLF,6,0.41636,0.55762,0.997909,270,2,0.66688,0.75413,0.988947,400,1
FANCD2,6,0.41688,0.55794,0.997909,271,2,0.10898,0.23653,0.930437,131,3
CENPE,6,0.42267,0.56296,0.997909,272,2,0.025326,0.076378,0.930437,39,2
BCL2,6,0.42416,0.56424,0.997909,273,1,0.15703,0.30031,0.930437,160,2
TP73,6,0.42803,0.5675,0.997909,274,1,0.24036,0.40942,0.936744,227,3
XAB2,6,0.42931,0.56863,0.997909,275,1,0.16782,0.31538,0.930437,171,3
CHTF8,6,0.43175,0.57057,0.997909,276,2,0.099058,0.22231,0.930437,120,2
ORC5,6,0.43668,0.57503,0.997909,277,2,0.21072,0.37184,0.930437,209,3
POLI,6,0.44203,0.57918,0.997909,278,1,0.11568,0.24639,0.930437,136,3
PPP4R4,6,0.44734,0.58391,0.997909,279,2,0.16521,0.31176,0.930437,168,2
NonTargetControl_0049,1,0.44829,0.58463,0.997909,280,0,0.55171,0.67849,0.987422,364,0
TERF1,6,0.44954,0.58592,0.997909,281,2,0.57872,0.70208,0.988947,374,2
CRY2,6,0.4498,0.58611,0.997909,282,2,0.15749,0.30089,0.930437,161,3
CDC23,6,0.45061,0.58699,0.997909,283,2,0.0339,0.096273,0.930437,45,3
TAF1A,6,0.45078,0.58714,0.997909,284,1,0.92876,0.92919,0.99488,490,0
HAUS2,6,0.45713,0.59297,0.997909,285,2,0.51157,0.64473,0.975276,348,2
ERCC5,6,0.45795,0.59381,0.997909,286,2,0.080121,0.19274,0.930437,104,2
PSMC3,6,0.46039,0.59622,0.997909,287,2,0.0070604,0.026051,0.784071,15,3
ANKRD17,6,0.4612,0.59696,0.997909,288,2,0.24697,0.41834,0.936744,232,3
BLM,6,0.46363,0.59913,0.997909,289,2,0.088875,0.20724,0.930437,111,3
GTF2H1,6,0.46687,0.60229,0.997909,290,2,0.21774,0.38026,0.935121,215,1
NonTargetControl_0006,1,0.47048,0.60533,0.997909,291,0,0.52952,0.65971,0.982403,355,0
TK1,6,0.47278,0.60733,0.997909,292,1,0.034791,0.098197,0.930437,47,4
FUS,6,0.47897,0.61239,0.997909,293,2,0.17274,0.32172,0.930437,176,3
PSMB10,6,0.48113,0.61415,0.997909,294,1,0.22605,0.3905,0.935577,220,2
KAT5,6,0.48138,0.61452,0.997909,295,2,0.90998,0.91036,0.99488,481,0
KIF11,6,0.48219,0.61527,0.997909,296,2,0.24731,0.41895,0.936744,233,1
POLE,6,0.4835,0.61649,0.997909,297,1,0.17706,0.32708,0.930437,177,3
RFC3,6,0.48699,0.61921,0.997909,298,2,0.53224,0.66173,0.982403,357,1
CRY1,6,0.48937,0.62131,0.997909,299,1,0.85136,0.85768,0.99488,452,1
NonTargetControl_0001,1,0.49334,0.62493,0.997909,300,0,0.50666,0.64072,0.975276,345,0
MCM8,6,0.49338,0.62495,0.997909,301,2,0.052178,0.13455,0.930437,68,3
POLG,6,0.49403,0.62555,0.997909,302,1,0.12276,0.25564,0.930437,142,2
